"chrom"	"maploc"	"rCountT"	"rCountN"	"vafT"	"vafN"	"het"	"keep"	"gcpct"	"gcbias"	"cnlr"	"valor"	"lorvar"	"seg"	"seg0"	"segclust"	"ID"
24	21636100	45	39	0	0	0	1	0.434	0.0746473051370075	-0.348326858909189	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21645550	70	95	0	0	0	1	0.485	0.0555947552126019	-0.970535366543078	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21868400	123	136	0	0	0	1	0.525	0.0355960470497633	-0.662636231311995	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21868550	70	65	0	0	0	1	0.532	0.0344486329746671	-0.408820862942441	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21869100	35	37	0	0	0	1	0.541	0.0318714962486436	-0.58171648611001	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21869450	142	137	0	0	0	1	0.57	0.0118911193947891	-0.44436879751542	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21869600	118	160	0	0	0	1	0.574	0.0087655366353563	-0.927873008600598	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21870000	78	43	0	0	0	1	0.516	0.0376715055533874	0.326128851039806	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21870100	56	42	0	0	0	1	0.496	0.0492254608442082	-0.12032992962649	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21870350	58	52	0	0	0	1	0.474	0.0605191765453279	-0.38386916596597	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21870850	36	61	0	0	0	1	0.412	0.075066508748226	-1.29208299899053	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21871700	39	38	0	0	0	1	0.47	0.0621860571320156	-0.499098252943846	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21877550	137	144	0	0	0	1	0.505	0.0431829727979649	-0.598245499819377	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21877650	89	60	0	0	0	1	0.503	0.0445368437610895	0.0351362949885105	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21877850	74	79	0	0	0	1	0.504	0.0438599082795272	-0.617128216746547	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21878350	38	35	0	0	0	1	0.445	0.0722205811452368	-0.429813064906552	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21878600	38	36	0	0	0	1	0.418	0.0759230537489888	-0.473043901696942	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21882850	48	41	0	0	0	1	0.437	0.0741196530049735	-0.327806793885025	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21883150	50	58	0	0	0	1	0.421	0.0760230067342419	-0.762781162162424	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21893750	31	38	0	0	0	1	0.373	0.025092857538634	-0.780345540198056	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21897300	90	103	0	0	0	1	0.365	0.00254996558073793	-0.676708230499033	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21901550	48	44	0	0	0	1	0.378	0.0363595396903176	-0.389582354121284	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21903300	32	35	0	0	0	1	0.417	0.0758897360872378	-0.671814085811971	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	21906350	23	36	0	0	0	1	0.442	0.0729942330310938	-1.1613759695165	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	22741550	45	35	0	0	0	1	0.328	-0.149996996675088	0.0283205363479565	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	22744500	77	98	0	0	0	1	0.369	0.0142863814839702	-0.838695827549802	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	22750000	31	36	0	0	0	1	0.286	-0.301888754010293	-0.377415075415831	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	22751400	129	141	0	0	0	1	0.375	0.0295995303993074	-0.64039863763606	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	22930600	53	35	0	0	0	1	0.44	0.0735100009549985	0.0342844982344292	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	22930850	77	76	0	0	0	1	0.426	0.0756702259982154	-0.537509592679339	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	28772750	37	35	0	0	0	1	0.542	0.0313404787392293	-0.426020010921272	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	28773000	125	118	0	0	0	1	0.592	-0.00978412105349605	-0.391032202422031	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	28773300	90	76	0	0	0	1	0.563	0.0172148097697979	-0.257719897241902	NA	NA	37	37	1	"01-IM6_P-0025469-N01-IM6/coun"
24	2655362	32	42	0	0	0	1	0.463	0.0252527236543029	0.422869144424514	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	2722700	40	35	0	0	0	1	0.418	0.104696271337753	0.916766481604744	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	2829550	46	60	0	0	0	1	0.366	0.198895492689629	0.260811500628853	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	4971450	30	41	0	0	0	1	0.294	0.325770665955646	0.0648277186915199	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	5258400	62	57	0	0	0	1	0.332	0.23970317628511	0.718949672631682	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	5910950	50	40	0	0	0	1	0.296	0.320136705908501	0.83167341733791	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	7194100	53	42	0	0	0	1	0.563	-0.272688072069615	1.4389530214605	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	13568300	46	55	0	0	0	1	0.458	0.0388352534167739	0.544254155406991	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	13573033	31	60	0.483870967741935	0.416666666666667	1	1	0.428	0.0901811456571392	-0.191542451993394	0.268333887335656	0.192506889997336	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	13574421	67	48	0.462686567164179	0.395833333333333	1	1	0.416	0.107676690333464	1.20518475216463	0.266651083019215	0.144323648386801	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	13801139	82	52	0	0.0192307692307693	0	1	0.382	0.17063653428863	1.3183075517396	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	13833300	64	38	0	0	0	1	0.382	0.17063653428863	1.40599876805471	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	13842750	149	74	0	0	0	1	0.393	0.147857098174317	1.6974378214814	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	13851681	69	37	0	0	0	1	0.359	0.208302198167553	1.5134332830589	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	13868450	65	35	0	0	0	1	0.386	0.162417042785971	1.55187247576785	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	14891535	50	36	0	0	0	1	0.337	0.233458931688152	1.06644983054739	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	15372150	40	35	0	0	0	1	0.308	0.285896422218825	0.735566330723672	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	15409592	52	72	0	0	0	1	0.325	0.249890421979447	0.125621447683769	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	15411000	34	52	0	0	0	1	0.381	0.172577986210946	0.0599036622464671	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	15435450	39	49	0	0	0	1	0.369	0.194225928475401	0.317285864756024	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	15436600	47	51	0	0	0	1	0.302	0.302952108808543	0.417713454119879	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	15438219	35	70	0	0	0	1	0.326	0.248282663001748	-0.39646963846762	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	15447700	47	41	0	0	0	1	0.406	0.123412052086913	0.905375806203839	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	15470950	72	109	0	0	0	1	0.314	0.270566157855761	-0.0213420189638908	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	15471150	36	102	0	0	0	1	0.312	0.275018552135734	-0.919942579358706	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	15471750	62	53	0	0	0	1	0.374	0.18575015932212	0.875996182558776	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	15472350	62	88	0	0	0	1	0.348	0.220859247111749	0.120041165966218	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	15522950	53	40	0	0	0	1	0.338	0.232286846506516	1.00269085296839	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	19370900	49	69	0	0	0	1	0.328	0.245280558476262	0.105975366013695	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	21868450	43	64	0	0	0	1	0.528	-0.200210140764796	0.472188767062208	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	21869500	52	89	0	0	0	1	0.576	-0.295969588012499	0.369452920226057	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	21869700	37	37	0	0	0	1	0.567	-0.280326900428398	1.11291219050809	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	21869900	40	74	0	0	0	1	0.539	-0.223244598709116	0.185813662598045	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	21870300	42	67	0	0	0	1	0.479	-0.0314138109303819	0.204787672032077	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	21877683	31	44	0	0	0	1	0.506	-0.132926186487815	0.470449121384772	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	21877800	51	61	0	0	0	1	0.501	-0.114115887342888	0.697540302499145	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	21897350	45	36	0	0	0	1	0.366	0.198895492689629	0.950768723431798	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	22930800	40	60	0	0	0	1	0.431	0.0858633740202162	0.174787042801707	NA	NA	40	40	20	"01-IM5_P-0003616-N01-IM5/coun"
24	2655375	150	40	0	0	0	1	0.464	0.0342964923304072	0.0347816947075763	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	2722750	140	40	0	0	0	1	0.419	0.027663040747383	-0.0557266180747435	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	2829500	323	100	0	0	0	1	0.367	0.00733690151603173	-0.15042484020643	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	4971400	323	92	0	0	0	1	0.292	-0.0935144234001703	0.0694791563535353	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	5258350	346	75	0	0	0	1	0.337	-0.000330240717928318	0.365715238373273	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	5911000	163	39	0	0	0	1	0.301	-0.0644536871123023	0.286387591575186	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	7194100	238	57	0	0	0	1	0.563	-0.0326092415938867	0.254801607220147	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	13568300	436	67	0	0	0	1	0.458	0.0373673207124274	0.818993473907949	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	13573033	283	65	0.374558303886926	0.384615384615385	1	1	0.428	0.0326857877766661	0.249539268284402	-0.0482021018178775	0.0789305184776049	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	13574443	324	51	0.410493827160494	0.431372549019608	1	1	0.416	0.0259697703071392	0.793125019468633	-0.0899113766449959	0.0910553183481926	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	13681000	25	39	0	0	0	1	0.385	0.0116514440416007	-2.33325216400572	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	13801139	32	59	0	0.0338983050847458	0	1	0.382	0.0105553184993753	-2.60096359465367	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	13833046	21	41	0	0	0	1	0.377	0.00892968457086973	-2.61851878002566	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	13833364	45	67	0.0444444444444444	0	0	1	0.385	0.0116514440416007	-2.33323290897056	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	13842718	83	98	0.879518072289157	0.918367346938776	0	1	0.394	0.0151370354713826	-2.04481715791099	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	13851656	18	39	0	0	0	1	0.36	0.00696064619560203	-2.73402799128835	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	13868414	42	55	0.0714285714285714	0.0363636363636364	0	1	0.387	0.0124062633582534	-2.14585994227471	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	14891550	169	42	0	0	0	1	0.336	-0.00106471039077376	0.169714900032475	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15372200	555	67	0	0	0	1	0.309	-0.039789801870894	1.24179540787601	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15409592	520	99	0	0	0	1	0.325	-0.0116258947161873	0.563882583130134	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15410850	312	49	0	0	0	1	0.383	0.0109146764413248	0.810920550381374	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15435600	466	105	0	0	0	1	0.35	0.00529961245408087	0.305850775781318	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15436550	559	97	0	0	0	1	0.309	-0.039789801870894	0.724842925724688	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15438150	720	159	0	0	0	1	0.33	-0.00631528220520315	0.347249841498848	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15447650	392	47	0	0	0	1	0.404	0.0197239820288133	1.18697742507743	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15470400	545	41	0	0	0	1	0.298	-0.0741081658802284	1.94519685016889	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15471050	762	180	0	0	0	1	0.309	-0.039789801870894	0.284208217288978	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15471150	463	132	0	0	0	1	0.312	-0.0322600988188752	0.00680182230326347	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15471750	370	65	0	0	0	1	0.374	0.00810834441688427	0.656607137916526	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15472300	403	91	0	0	0	1	0.353	0.00598541361942276	0.301687237689828	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15478200	449	42	0	0	0	1	0.365	0.00724230940513726	1.55236455081545	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15522950	448	49	0	0	0	1	0.338	0.000404228954917127	1.33841988948056	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15582050	521	47	0	0	0	1	0.322	-0.0152760195031607	1.62917926222779	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	15860600	409	37	0	0	0	1	0.363	0.00713642156116802	1.59730580051167	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	19370900	412	88	0	0	0	1	0.328	-0.00835199142083764	0.395440873561243	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	21645550	424	35	0	0	0	1	0.485	0.0196567719224795	1.71430961236832	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	21868450	397	76	0	0	0	1	0.528	-0.00828528003790761	0.551283984972302	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	21869400	516	87	0	0	0	1	0.563	-0.0326092415938867	0.758226208934545	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	21869650	305	87	0	0	0	1	0.57	-0.0377149755374306	0.0116125711509527	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	21869856	607	109	0.00658978583196046	0	0	1	0.55	-0.0215737319662201	0.658100969868575	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	21870232	680	104	0	0	0	1	0.485	0.0196567719224795	0.846916912230663	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	21877700	238	56	0	0	0	1	0.507	0.00354519566881915	0.243738150920272	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	21877800	559	85	0	0	0	1	0.501	0.00821652062327918	0.865281692643625	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	21897363	192	37	0	0	0	1	0.366	0.00728960546058449	0.520200727855157	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	22930800	280	77	0	0	0	1	0.431	0.0341569860574256	-0.00812267740430911	NA	NA	40	40	15	"02-IM5_P-0003616-N01-IM5/coun"
24	2655375	100	132	0	0	0	1	0.464	-0.00979307202532692	-0.509977662927722	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	2655442	35	39	0	0	0	1	0.469	-0.0101535264517013	-0.262238849703878	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	2722727	87	137	0	0	0	1	0.419	-0.0274273906323741	-0.744176049791762	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	2722850	22	37	0	0	0	1	0.416	-0.0283043782225987	-0.814424288111489	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	2829350	26	36	0	0	0	1	0.355	-0.0500644559709023	-0.523695423000771	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	2829650	23	36	0	0	0	1	0.364	-0.0388338871627271	-0.704253730796925	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	4971350	58	95	0	0	0	1	0.292	-0.210790026009446	-0.613317820348897	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	5258371	117	182	0	0	0	1	0.335	-0.0954807044357979	-0.660460384172035	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	5910800	18	37	0	0	0	1	0.302	-0.187905858990742	-0.929277310615066	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	5911050	23	52	0	0	0	1	0.304	-0.183145532059519	-1.07840917483438	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	6736200	34	51	0	0	0	1	0.461	-0.0103518801359004	-0.681091613484636	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	7194100	87	83	0	0	0	1	0.563	0.0652793889009133	-0.120675795325641	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	9348000	34	38	0	0	0	1	0.438	-0.0202664514246392	-0.256139542917054	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	9368350	35	37	0	0	0	1	0.437	-0.0206658112699963	-0.177725983441806	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	9382800	15	47	0	0	0	1	0.547	0.0483139663703028	-1.7491885947396	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	13568303	305	398	0.00327868852459012	0	0	1	0.458	-0.0111687150378697	-0.495246392170293	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	13568500	16	36	0	0	0	1	0.476	-0.012268923406978	-1.22610712318322	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	13572999	113	137	0.601769911504425	0.452554744525547	1	1	0.428	-0.024212895239182	-0.374267380168168	0.598087518823898	0.0658215952365902	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	13573216	82	100	0	0	0	1	0.421	-0.0267653454387063	-0.378828775658904	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	13574443	145	188	0.655172413793103	0.526595744680851	1	1	0.416	-0.0283043782225987	-0.467208055474468	0.531233892321633	0.0514966200003248	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	13574450	139	181	0	0	0	1	0.416	-0.0283043782225987	-0.473263834022805	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	13681000	27	39	0	0	0	1	0.385	-0.0299844470726264	-0.603953433104012	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	13801126	32	65	0.875	0.938461538461538	0	1	0.381	-0.030241815487136	-1.08982138703723	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	13833354	33	52	1	1	0	1	0.384	-0.0300487891762538	-0.730587105369987	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	13842700	197	187	0	0	0	1	0.394	-0.03009711763231	-0.0184624396587522	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	13851656	45	55	0	0	0	1	0.36	-0.0432543562273255	-0.361707948425895	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	13868414	105	92	0.0857142857142857	0.0434782608695652	0	1	0.387	-0.0298557628653716	0.0958572131113276	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
24	14891400	50	84	0	0	0	1	0.331	-0.107137894220687	-0.751272453190743	NA	NA	58	58	5	"02-IM6_P-0013358-N01-IM6/coun"
